id,poi_id,code,name_cn,name_en,category,city,district,duration_hours,price_min,price_max,currency,tags,suitable_for,description,description_cn,description_en,recommended_reason,highlights,target_users,image_placeholder,image_notes,image_source,image_alt,image_url,image_path,images,address,opening_hours,reservation_info,notes,internal_remark,status
recvrSsCSyzLMR,recvrSsCSyzLMR,recvrSsCSyzLMR,,,出行,海南全省,海南全省,8.0,800.0,1600.0,车/天,适合跨景区;多酒店与康养行程;减少等待和搬运行李,签约明确里程;超时;高速;停车;司机语言及商业保险,适合跨景区、多酒店与康养行程，减少等待和搬运行李,适合跨景区、多酒店与康养行程，减少等待和搬运行李,,签约明确里程、超时、高速、停车、司机语言及商业保险,适合跨景区、多酒店与康养行程，减少等待和搬运行李,签约明确里程;超时;高速;停车;司机语言及商业保险,,,,,,,[],海南全省,,,签约明确里程;超时;高速;停车;司机语言及商业保险,签约明确里程、超时、高速、停车、司机语言及商业保险,active
recvrSsCSAhuvZ,recvrSsCSAhuvZ,recvrSsCSAhuvZ,,,餐饮,万宁,万宁·兴隆,1.0,30.0,100.0,人均,侨乡咖啡文化与南洋风味;适合轻量休闲,睡眠障碍;心律失常;孕期客群控制咖啡因,侨乡咖啡文化与南洋风味，适合轻量休闲,侨乡咖啡文化与南洋风味，适合轻量休闲,,睡眠障碍、心律失常、孕期客群控制咖啡因,侨乡咖啡文化与南洋风味，适合轻量休闲,睡眠障碍;心律失常;孕期客群控制咖啡因,,,,,,,[],万宁,,,睡眠障碍;心律失常;孕期客群控制咖啡因,睡眠障碍、心律失常、孕期客群控制咖啡因,active
recvrSsDzpZP1w,recvrSsDzpZP1w,recvrSsDzpZP1w,,,体验项目,三亚,三亚·吉阳区,2.0,0.0,60.0,人均（游览车等）,登高俯瞰三亚湾与城市夜景;黎族爱情传说,门票免费;交通另计;坡道较多;行动不便者优先乘车,登高俯瞰三亚湾与城市夜景，黎族爱情传说,登高俯瞰三亚湾与城市夜景，黎族爱情传说,,门票免费、交通另计；坡道较多，行动不便者优先乘车,登高俯瞰三亚湾与城市夜景，黎族爱情传说,门票免费;交通另计;坡道较多;行动不便者优先乘车,,,,,,,[],三亚,,,门票免费;交通另计;坡道较多;行动不便者优先乘车,门票免费、交通另计；坡道较多，行动不便者优先乘车,active
recvrSsDzsFXpY,recvrSsDzsFXpY,recvrSsDzsFXpY,,,餐饮,琼海,琼海·潭门,1.5,100.0,300.0,人均,渔港海鲜与南海渔家文化;可联动南海博物馆,明码标价并确认加工费;痛风;肾病;甲状腺或过敏客群谨慎,渔港海鲜与南海渔家文化，可联动南海博物馆,渔港海鲜与南海渔家文化，可联动南海博物馆,,明码标价并确认加工费；痛风、肾病、甲状腺或过敏客群谨慎,渔港海鲜与南海渔家文化，可联动南海博物馆,明码标价并确认加工费;痛风;肾病;甲状腺或过敏客群谨慎,,,,,,,[],琼海,,,明码标价并确认加工费;痛风;肾病;甲状腺或过敏客群谨慎,明码标价并确认加工费；痛风、肾病、甲状腺或过敏客群谨慎,active
recvrSsDzuQ640,recvrSsDzuQ640,recvrSsDzuQ640,,,购物,海口,海口·秀英区,2.0,0.0,5000.0,人均（自定）,靠近新海港的综合免税商业体;适合离岛前安排,预留提货与去港;机场交通时间;确认国际卡及移动支付,靠近新海港的综合免税商业体，适合离岛前安排,靠近新海港的综合免税商业体，适合离岛前安排,,预留提货与去港/机场交通时间；确认国际卡及移动支付,靠近新海港的综合免税商业体，适合离岛前安排,预留提货与去港;机场交通时间;确认国际卡及移动支付,,,,,,,[],海口,,,预留提货与去港;机场交通时间;确认国际卡及移动支付,预留提货与去港/机场交通时间；确认国际卡及移动支付,active
recvrSsDzvxmsn,recvrSsDzvxmsn,recvrSsDzvxmsn,,,购物,万宁,万宁/保亭/五指山,1.0,50.0,1500.0,人均,海南特产与非遗手作;适合伴手礼,食品查看配料;保质期和入境国海关限制;黎锦优先正规门店;传承点,海南特产与非遗手作，适合伴手礼,海南特产与非遗手作，适合伴手礼,,食品查看配料、保质期和入境国海关限制；黎锦优先正规门店/传承点,海南特产与非遗手作，适合伴手礼,食品查看配料;保质期和入境国海关限制;黎锦优先正规门店;传承点,,,,,,,[],万宁,,,食品查看配料;保质期和入境国海关限制;黎锦优先正规门店;传承点,食品查看配料、保质期和入境国海关限制；黎锦优先正规门店/传承点,active
recvrSsDzxomw9,recvrSsDzxomw9,recvrSsDzxomw9,,,娱乐,三亚,三亚·吉阳区,2.0,280.0,380.0,人均,大型旅游演艺;集中呈现海南历史与民俗,声光刺激较强;术后;癫痫;偏头痛或听力敏感客群提前选座,大型旅游演艺，集中呈现海南历史与民俗,大型旅游演艺，集中呈现海南历史与民俗,,声光刺激较强；术后、癫痫、偏头痛或听力敏感客群提前选座,大型旅游演艺，集中呈现海南历史与民俗,声光刺激较强;术后;癫痫;偏头痛或听力敏感客群提前选座,,,,,,,[],三亚,,,声光刺激较强;术后;癫痫;偏头痛或听力敏感客群提前选座,声光刺激较强；术后、癫痫、偏头痛或听力敏感客群提前选座,active
recvrSsDzzDy9b,recvrSsDzzDy9b,recvrSsDzzDy9b,,,外籍租车政策,海南全省,机场/市区租车网点,8.0,,,车/单,官方外籍人士在华生活指南提示：首次租车建议至少提前1个工作日完成证件信息核验;并准备可用信用卡,国际信用卡可用性;押金预授权;年龄;驾龄门槛需逐店确认,官方外籍人士在华生活指南提示：首次租车建议至少提前1个工作日完成证件信息核验，并准备可用信用卡,官方外籍人士在华生活指南提示：首次租车建议至少提前1个工作日完成证件信息核验，并准备可用信用卡,,国际信用卡可用性、押金预授权、年龄/驾龄门槛需逐店确认,官方外籍人士在华生活指南提示：首次租车建议至少提前1个工作日完成证件信息核验，并准备可用信用卡,国际信用卡可用性;押金预授权;年龄;驾龄门槛需逐店确认,,,,,,,[],海南全省,,,国际信用卡可用性;押金预授权;年龄;驾龄门槛需逐店确认,国际信用卡可用性、押金预授权、年龄/驾龄门槛需逐店确认,active
recvrSsDzBP9vk,recvrSsDzBP9vk,recvrSsDzBP9vk,,,体验项目,陵水,陵水·牛岭,5.0,122.0,260.0,人均,海岛生态;海洋剧场;潜水和水上项目,基础票通常含往返船;晕船与心血管风险客群谨慎;项目受海况影响,海岛生态、海洋剧场、潜水和水上项目,海岛生态、海洋剧场、潜水和水上项目,,基础票通常含往返船；晕船与心血管风险客群谨慎，项目受海况影响,海岛生态、海洋剧场、潜水和水上项目,基础票通常含往返船;晕船与心血管风险客群谨慎;项目受海况影响,,,,,,,[],陵水,,,基础票通常含往返船;晕船与心血管风险客群谨慎;项目受海况影响,基础票通常含往返船；晕船与心血管风险客群谨慎，项目受海况影响,active
recvrSsDzCiYxw,recvrSsDzCiYxw,recvrSsDzCiYxw,,,地陪服务,海南全省,主要城市及景区,4.0,300.0,1200.0,次,轮椅租借;行李协助;无障碍路线与休息点规划,逐景区确认坡道;电梯;无障碍卫生间和车辆装载能力,轮椅租借、行李协助、无障碍路线与休息点规划,轮椅租借、行李协助、无障碍路线与休息点规划,,逐景区确认坡道、电梯、无障碍卫生间和车辆装载能力,轮椅租借、行李协助、无障碍路线与休息点规划,逐景区确认坡道;电梯;无障碍卫生间和车辆装载能力,,,,,,,[],海南全省,,,逐景区确认坡道;电梯;无障碍卫生间和车辆装载能力,逐景区确认坡道、电梯、无障碍卫生间和车辆装载能力,active
recvrSsDzE08YY,recvrSsDzE08YY,recvrSsDzE08YY,,,餐饮,海口,海口·龙华区,1.0,25.0,80.0,人均,南洋风格街区里的茶饮;面包;粉面与海南小吃,控糖;乳糖不耐;术后及肠胃敏感客群需筛选甜饮和油炸点心,南洋风格街区里的茶饮、面包、粉面与海南小吃,南洋风格街区里的茶饮、面包、粉面与海南小吃,,控糖、乳糖不耐、术后及肠胃敏感客群需筛选甜饮和油炸点心,南洋风格街区里的茶饮、面包、粉面与海南小吃,控糖;乳糖不耐;术后及肠胃敏感客群需筛选甜饮和油炸点心,,,,,,,[],海口,,,控糖;乳糖不耐;术后及肠胃敏感客群需筛选甜饮和油炸点心,控糖、乳糖不耐、术后及肠胃敏感客群需筛选甜饮和油炸点心,active
recvrSsDzGsbiY,recvrSsDzGsbiY,recvrSsDzGsbiY,,,体验项目,琼海,琼海·乐城,4.0,,,人/方案,国际医疗;体检;康复或特许药械相关服务;必须由持牌机构提供,不是普通景点;需先完成医疗咨询;适应证评估;知情同意及费用确认,国际医疗、体检、康复或特许药械相关服务，必须由持牌机构提供,国际医疗、体检、康复或特许药械相关服务，必须由持牌机构提供,,不是普通景点；需先完成医疗咨询、适应证评估、知情同意及费用确认,国际医疗、体检、康复或特许药械相关服务，必须由持牌机构提供,不是普通景点;需先完成医疗咨询;适应证评估;知情同意及费用确认,,,,,,,[],琼海,,,不是普通景点;需先完成医疗咨询;适应证评估;知情同意及费用确认,不是普通景点；需先完成医疗咨询、适应证评估、知情同意及费用确认,active
recvrSsDzHsp7B,recvrSsDzHsp7B,recvrSsDzHsp7B,,,外籍租车政策,海南全省,海南全省,,0.0,0.0,政策信息,短期停留通常可申领3个月;停居留超过3个月可延至1年且不超过获准停留期限;租赁车辆限小型汽车;小型自动挡汽车,临时许可应与境外驾照及中文翻译文本共同携带;以核发许可记载为准,短期停留通常可申领3个月；停居留超过3个月可延至1年且不超过获准停留期限；租赁车辆限小型汽车/小型自动挡汽车,短期停留通常可申领3个月；停居留超过3个月可延至1年且不超过获准停留期限；租赁车辆限小型汽车/小型自动挡汽车,,临时许可应与境外驾照及中文翻译文本共同携带；以核发许可记载为准,短期停留通常可申领3个月；停居留超过3个月可延至1年且不超过获准停留期限；租赁车辆限小型汽车/小型自动挡汽车,临时许可应与境外驾照及中文翻译文本共同携带;以核发许可记载为准,,,,,,,[],海南全省,,,临时许可应与境外驾照及中文翻译文本共同携带;以核发许可记载为准,临时许可应与境外驾照及中文翻译文本共同携带；以核发许可记载为准,active
recvrSsDzJW1CW,recvrSsDzJW1CW,recvrSsDzJW1CW,,,体验项目,五指山,五指山及中部山区,1.0,0.0,300.0,人均,雨林生态;黎族文化与山地景观,天气变化快;手机信号不稳;需正规向导;术后与心肺疾病客群不走高强度线,雨林生态、黎族文化与山地景观,雨林生态、黎族文化与山地景观,,天气变化快、手机信号不稳；需正规向导，术后与心肺疾病客群不走高强度线,雨林生态、黎族文化与山地景观,天气变化快;手机信号不稳;需正规向导;术后与心肺疾病客群不走高强度线,,,,,,,[],五指山,,,天气变化快;手机信号不稳;需正规向导;术后与心肺疾病客群不走高强度线,天气变化快、手机信号不稳；需正规向导，术后与心肺疾病客群不走高强度线,active
recvrSsDzLMoti,recvrSsDzLMoti,recvrSsDzLMoti,,,外籍租车政策,海南全省,中国大陆（含海南）,,0.0,0.0,政策信息,外国;港澳台驾驶证不能直接在大陆驾车;国际驾照也不能作为大陆上路凭证,必须转换为中国驾驶资格;不要把“驾照翻译件”误当成临时许可,外国、港澳台驾驶证不能直接在大陆驾车；国际驾照也不能作为大陆上路凭证,外国、港澳台驾驶证不能直接在大陆驾车；国际驾照也不能作为大陆上路凭证,,必须转换为中国驾驶资格；不要把“驾照翻译件”误当成临时许可,外国、港澳台驾驶证不能直接在大陆驾车；国际驾照也不能作为大陆上路凭证,必须转换为中国驾驶资格;不要把“驾照翻译件”误当成临时许可,,,,,,,[],海南全省,,,必须转换为中国驾驶资格;不要把“驾照翻译件”误当成临时许可,必须转换为中国驾驶资格；不要把“驾照翻译件”误当成临时许可,active
recvrSsEcHs8Dh,recvrSsEcHs8Dh,recvrSsEcHs8Dh,,,餐饮,三亚,三亚·天涯区,1.5,100.0,350.0,人均,海鲜选购与加工;夜间城市烟火气,人流密集;选择证照齐全;明码标价商户;注意海鲜过敏和食品温控,海鲜选购与加工，夜间城市烟火气,海鲜选购与加工，夜间城市烟火气,,人流密集；选择证照齐全、明码标价商户，注意海鲜过敏和食品温控,海鲜选购与加工，夜间城市烟火气,人流密集;选择证照齐全;明码标价商户;注意海鲜过敏和食品温控,,,,,,,[],三亚,,,人流密集;选择证照齐全;明码标价商户;注意海鲜过敏和食品温控,人流密集；选择证照齐全、明码标价商户，注意海鲜过敏和食品温控,active
recvrSsEcITF88,recvrSsEcITF88,recvrSsEcITF88,,,娱乐,海口,海口·龙华区,2.0,100.0,200.0,人均,民国与南洋建筑街区;影视场景和演艺,户外步行较多;夏季避开正午;轮椅动线提前咨询,民国与南洋建筑街区、影视场景和演艺,民国与南洋建筑街区、影视场景和演艺,,户外步行较多，夏季避开正午；轮椅动线提前咨询,民国与南洋建筑街区、影视场景和演艺,户外步行较多;夏季避开正午;轮椅动线提前咨询,,,,,,,[],海口,,,户外步行较多;夏季避开正午;轮椅动线提前咨询,户外步行较多，夏季避开正午；轮椅动线提前咨询,active
recvrSsEcJLVyT,recvrSsEcJLVyT,recvrSsEcJLVyT,,,外籍租车政策,海南全省,海南全省,16.0,150.0,600.0,车/日（租车估算）,持有效中国机动车驾驶证;或先申领临时机动车驾驶许可后;方可租赁小型汽车并上路,取车时携带护照;驾驶证;临时许可;保险;押金和车型资格由租车公司再审核,持有效中国机动车驾驶证，或先申领临时机动车驾驶许可后，方可租赁小型汽车并上路,持有效中国机动车驾驶证，或先申领临时机动车驾驶许可后，方可租赁小型汽车并上路,,取车时携带护照、驾驶证/临时许可；保险、押金和车型资格由租车公司再审核,持有效中国机动车驾驶证，或先申领临时机动车驾驶许可后，方可租赁小型汽车并上路,取车时携带护照;驾驶证;临时许可;保险;押金和车型资格由租车公司再审核,,,,,,,[],海南全省,,,取车时携带护照;驾驶证;临时许可;保险;押金和车型资格由租车公司再审核,取车时携带护照、驾驶证/临时许可；保险、押金和车型资格由租车公司再审核,active
recvrSsEcKluxO,recvrSsEcKluxO,recvrSsEcKluxO,,,体验项目,海口,海口·美兰区,2.0,0.0,0.0,人均,海南历史;南海文明;沉香黄花梨与非遗展陈,个人可凭有效证件入馆;周一闭馆;室内适合炎热或恢复期客群,海南历史、南海文明、沉香黄花梨与非遗展陈,海南历史、南海文明、沉香黄花梨与非遗展陈,,个人可凭有效证件入馆，周一闭馆；室内适合炎热或恢复期客群,海南历史、南海文明、沉香黄花梨与非遗展陈,个人可凭有效证件入馆;周一闭馆;室内适合炎热或恢复期客群,,,,,,,[],海口,,,个人可凭有效证件入馆;周一闭馆;室内适合炎热或恢复期客群,个人可凭有效证件入馆，周一闭馆；室内适合炎热或恢复期客群,active
recvrSsEcLr5xs,recvrSsEcLr5xs,recvrSsEcLr5xs,,,体验项目,三亚,三亚·吉阳区,3.0,140.0,158.0,人均（含往返游览车）,热带雨林;海湾全景;索桥与观景设施,索桥;玻璃项目可跳过;高血压;恐高及术后客群选低强度路线,热带雨林、海湾全景、索桥与观景设施,热带雨林、海湾全景、索桥与观景设施,,索桥/玻璃项目可跳过；高血压、恐高及术后客群选低强度路线,热带雨林、海湾全景、索桥与观景设施,索桥;玻璃项目可跳过;高血压;恐高及术后客群选低强度路线,,,,,,,[],三亚,,,索桥;玻璃项目可跳过;高血压;恐高及术后客群选低强度路线,索桥/玻璃项目可跳过；高血压、恐高及术后客群选低强度路线,active
recvrSsEcM8WbB,recvrSsEcM8WbB,recvrSsEcM8WbB,,,体验项目,万宁,万宁·兴隆,2.0,50.0,100.0,人均,热带作物;香料;咖啡与植物科普,户外湿热但强度可控;注意花粉;昆虫过敏,热带作物、香料、咖啡与植物科普,热带作物、香料、咖啡与植物科普,,户外湿热但强度可控；注意花粉/昆虫过敏,热带作物、香料、咖啡与植物科普,户外湿热但强度可控;注意花粉;昆虫过敏,,,,,,,[],万宁,,,户外湿热但强度可控;注意花粉;昆虫过敏,户外湿热但强度可控；注意花粉/昆虫过敏,active
recvrSsEcNFozV,recvrSsEcNFozV,recvrSsEcNFozV,,,体验项目,海口,海口·龙华区,2.0,0.0,100.0,人均,南洋建筑;侨乡历史;街头小吃与城市生活,路面局部不平;夏季安排早晚时段;注意防晒补水,南洋建筑、侨乡历史、街头小吃与城市生活,南洋建筑、侨乡历史、街头小吃与城市生活,,路面局部不平；夏季安排早晚时段，注意防晒补水,南洋建筑、侨乡历史、街头小吃与城市生活,路面局部不平;夏季安排早晚时段;注意防晒补水,,,,,,,[],海口,,,路面局部不平;夏季安排早晚时段;注意防晒补水,路面局部不平；夏季安排早晚时段，注意防晒补水,active
recvrSsEcO5XHO,recvrSsEcO5XHO,recvrSsEcO5XHO,,,体验项目,儋州,儋州·中和镇,1.5,20.0,50.0,人均,苏轼文化;古建筑与海南贬谪文化,适合文化客群;老建筑与石板路注意防滑,苏轼文化、古建筑与海南贬谪文化,苏轼文化、古建筑与海南贬谪文化,,适合文化客群；老建筑与石板路注意防滑,苏轼文化、古建筑与海南贬谪文化,适合文化客群;老建筑与石板路注意防滑,,,,,,,[],儋州,,,适合文化客群;老建筑与石板路注意防滑,适合文化客群；老建筑与石板路注意防滑,active
recvrSsEcQjfbt,recvrSsEcQjfbt,recvrSsEcQjfbt,,,体验项目,三亚,三亚·天涯区,2.0,0.0,80.0,人均（交通/游览车）,经典海岸巨石与滨海步道;现行门票免费,免费不等于无需预约;日晒与步行量较大;关注景区当日限流,经典海岸巨石与滨海步道，现行门票免费,经典海岸巨石与滨海步道，现行门票免费,,免费不等于无需预约；日晒与步行量较大，关注景区当日限流,经典海岸巨石与滨海步道，现行门票免费,免费不等于无需预约;日晒与步行量较大;关注景区当日限流,,,,,,,[],三亚,,,免费不等于无需预约;日晒与步行量较大;关注景区当日限流,免费不等于无需预约；日晒与步行量较大，关注景区当日限流,active
recvrSsEcRf8B6,recvrSsEcRf8B6,recvrSsEcRf8B6,,,地陪服务,海南全省,海口/三亚/全岛,8.0,1500.0,2800.0,次,俄语;日语;韩语;德语等按需匹配,旺季和小语种资源紧张;提前锁定资质;语言水平和取消条款,俄语、日语、韩语、德语等按需匹配,俄语、日语、韩语、德语等按需匹配,,旺季和小语种资源紧张，提前锁定资质、语言水平和取消条款,俄语、日语、韩语、德语等按需匹配,旺季和小语种资源紧张;提前锁定资质;语言水平和取消条款,,,,,,,[],海南全省,,,旺季和小语种资源紧张;提前锁定资质;语言水平和取消条款,旺季和小语种资源紧张，提前锁定资质、语言水平和取消条款,active
recvrSsEcSfyLT,recvrSsEcSfyLT,recvrSsEcSfyLT,,,地陪服务,海南全省,海口/三亚/全岛,4.0,600.0,1800.0,次,城市讲解;景区衔接;餐饮沟通与一般翻译,明确是否含门票;交通;餐补和加班;医疗场景应另配专业医疗口译,城市讲解、景区衔接、餐饮沟通与一般翻译,城市讲解、景区衔接、餐饮沟通与一般翻译,,明确是否含门票、交通、餐补和加班；医疗场景应另配专业医疗口译,城市讲解、景区衔接、餐饮沟通与一般翻译,明确是否含门票;交通;餐补和加班;医疗场景应另配专业医疗口译,,,,,,,[],海南全省,,,明确是否含门票;交通;餐补和加班;医疗场景应另配专业医疗口译,明确是否含门票、交通、餐补和加班；医疗场景应另配专业医疗口译,active
recvrSsEcTJ09w,recvrSsEcTJ09w,recvrSsEcTJ09w,,,出行,海南全省,主要城市,,15.0,150.0,车/次,覆盖主城区与大部分景区;短途灵活,境外手机号;支付工具可用性需提前测试;偏远景区返程建议预约,覆盖主城区与大部分景区，短途灵活,覆盖主城区与大部分景区，短途灵活,,境外手机号/支付工具可用性需提前测试；偏远景区返程建议预约,覆盖主城区与大部分景区，短途灵活,境外手机号;支付工具可用性需提前测试;偏远景区返程建议预约,,,,,,,[],海南全省,,,境外手机号;支付工具可用性需提前测试;偏远景区返程建议预约,境外手机号/支付工具可用性需提前测试；偏远景区返程建议预约,active
recvrSsEcUKXxM,recvrSsEcUKXxM,recvrSsEcUKXxM,,,外籍租车政策,海南全省,机场服务站/各市县车管所,0.5,,,人/次,入出境身份证件;有效境外驾照;非中文驾照需中文翻译;近期一寸白底彩照2张,海南短期入境申领小型汽车临时许可可免身体条件检查;材料要求以现场最新通知为准,入出境身份证件、有效境外驾照；非中文驾照需中文翻译；近期一寸白底彩照2张,入出境身份证件、有效境外驾照；非中文驾照需中文翻译；近期一寸白底彩照2张,,海南短期入境申领小型汽车临时许可可免身体条件检查；材料要求以现场最新通知为准,入出境身份证件、有效境外驾照；非中文驾照需中文翻译；近期一寸白底彩照2张,海南短期入境申领小型汽车临时许可可免身体条件检查;材料要求以现场最新通知为准,,,,,,,[],海南全省,,,海南短期入境申领小型汽车临时许可可免身体条件检查;材料要求以现场最新通知为准,海南短期入境申领小型汽车临时许可可免身体条件检查；材料要求以现场最新通知为准,active
recvrSsEcVPXyh,recvrSsEcVPXyh,recvrSsEcVPXyh,,,娱乐,陵水,陵水·黎安,4.0,200.0,350.0,人均,海洋主题乐园;表演与家庭娱乐,园区大且日晒强;规划室内休息点;补水和低刺激项目,海洋主题乐园、表演与家庭娱乐,海洋主题乐园、表演与家庭娱乐,,园区大且日晒强；规划室内休息点、补水和低刺激项目,海洋主题乐园、表演与家庭娱乐,园区大且日晒强;规划室内休息点;补水和低刺激项目,,,,,,,[],陵水,,,园区大且日晒强;规划室内休息点;补水和低刺激项目,园区大且日晒强；规划室内休息点、补水和低刺激项目,active
recvrSsEcWFvrY,recvrSsEcWFvrY,recvrSsEcWFvrY,,,购物,三亚,三亚·吉阳区,1.5,0.0,3000.0,人均（自定）,市区免税购物;适合不住海棠湾客群,离岛信息;证件姓名须与订单一致;高峰期预留结算时间,市区免税购物，适合不住海棠湾客群,市区免税购物，适合不住海棠湾客群,,离岛信息、证件姓名须与订单一致；高峰期预留结算时间,市区免税购物，适合不住海棠湾客群,离岛信息;证件姓名须与订单一致;高峰期预留结算时间,,,,,,,[],三亚,,,离岛信息;证件姓名须与订单一致;高峰期预留结算时间,离岛信息、证件姓名须与订单一致；高峰期预留结算时间,active
recvrSsEcX3dyh,recvrSsEcX3dyh,recvrSsEcX3dyh,,,购物,万宁,万宁·莲兴大道,1.5,0.0,3000.0,人均（自定）,东线自驾;高铁途中免税购物补充点,品牌与库存波动;先核对离岛资格;提货点和营业时间,东线自驾/高铁途中免税购物补充点,东线自驾/高铁途中免税购物补充点,,品牌与库存波动；先核对离岛资格、提货点和营业时间,东线自驾/高铁途中免税购物补充点,品牌与库存波动;先核对离岛资格;提货点和营业时间,,,,,,,[],万宁,,,品牌与库存波动;先核对离岛资格;提货点和营业时间,品牌与库存波动；先核对离岛资格、提货点和营业时间,active
recvrSsEcYhfMH,recvrSsEcYhfMH,recvrSsEcYhfMH,,,体验项目,万宁,万宁·礼纪镇,2.0,300.0,800.0,人均/课,海南代表性冲浪海湾;适合课程与海岸运动,需正规教练和保险;看海况;孕期;术后;心脑血管及骨关节问题不建议,海南代表性冲浪海湾，适合课程与海岸运动,海南代表性冲浪海湾，适合课程与海岸运动,,需正规教练和保险；看海况，孕期、术后、心脑血管及骨关节问题不建议,海南代表性冲浪海湾，适合课程与海岸运动,需正规教练和保险;看海况;孕期;术后;心脑血管及骨关节问题不建议,,,,,,,[],万宁,,,需正规教练和保险;看海况;孕期;术后;心脑血管及骨关节问题不建议,需正规教练和保险；看海况，孕期、术后、心脑血管及骨关节问题不建议,active
recvrSsEKNnPbm,recvrSsEKNnPbm,recvrSsEKNnPbm,,,体验项目,海口,海口·秀英区,2.0,50.0,100.0,人均,火山地貌;熔岩村落与生态步道,台阶和湿滑路面较多;行动不便者缩短线路;雨天谨慎,火山地貌、熔岩村落与生态步道,火山地貌、熔岩村落与生态步道,,台阶和湿滑路面较多；行动不便者缩短线路，雨天谨慎,火山地貌、熔岩村落与生态步道,台阶和湿滑路面较多;行动不便者缩短线路;雨天谨慎,,,,,,,[],海口,,,台阶和湿滑路面较多;行动不便者缩短线路;雨天谨慎,台阶和湿滑路面较多；行动不便者缩短线路，雨天谨慎,active
recvrSsEKP9Sj2,recvrSsEKP9Sj2,recvrSsEKP9Sj2,,,体验项目,保亭,保亭·三道镇,4.0,170.0,300.0,人均,雨林步道;观景与可选冒险项目,湿滑;多坡度;术后与行动不便者使用观光车并避开涉水;攀爬项目,雨林步道、观景与可选冒险项目,雨林步道、观景与可选冒险项目,,湿滑、多坡度；术后与行动不便者使用观光车并避开涉水/攀爬项目,雨林步道、观景与可选冒险项目,湿滑;多坡度;术后与行动不便者使用观光车并避开涉水;攀爬项目,,,,,,,[],保亭,,,湿滑;多坡度;术后与行动不便者使用观光车并避开涉水;攀爬项目,湿滑、多坡度；术后与行动不便者使用观光车并避开涉水/攀爬项目,active
recvrSsEKRcgp0,recvrSsEKRcgp0,recvrSsEKRcgp0,,,餐饮,海口,文昌/海口/琼海,1.0,60.0,180.0,人均,海南代表菜与酸香海鲜汤底;可组合本地文化线路,糟粕醋酸辣度与海鲜过敏需提前沟通;病后饮食避免生冷,海南代表菜与酸香海鲜汤底，可组合本地文化线路,海南代表菜与酸香海鲜汤底，可组合本地文化线路,,糟粕醋酸辣度与海鲜过敏需提前沟通；病后饮食避免生冷,海南代表菜与酸香海鲜汤底，可组合本地文化线路,糟粕醋酸辣度与海鲜过敏需提前沟通;病后饮食避免生冷,,,,,,,[],海口,,,糟粕醋酸辣度与海鲜过敏需提前沟通;病后饮食避免生冷,糟粕醋酸辣度与海鲜过敏需提前沟通；病后饮食避免生冷,active
recvrSsEKTjdlb,recvrSsEKTjdlb,recvrSsEKTjdlb,,,体验项目,琼海,琼海·潭门,2.0,0.0,0.0,人均,南海历史;水下考古与海洋生态;国家一级博物馆,周一闭馆;团队需提前预约;适合与潭门渔港组合,南海历史、水下考古与海洋生态，国家一级博物馆,南海历史、水下考古与海洋生态，国家一级博物馆,,周一闭馆，团队需提前预约；适合与潭门渔港组合,南海历史、水下考古与海洋生态，国家一级博物馆,周一闭馆;团队需提前预约;适合与潭门渔港组合,,,,,,,[],琼海,,,周一闭馆;团队需提前预约;适合与潭门渔港组合,周一闭馆，团队需提前预约；适合与潭门渔港组合,active
recvrSsEKVtyu2,recvrSsEKVtyu2,recvrSsEKVtyu2,,,餐饮,海南全省,全岛,0.5,15.0,35.0,人均,海南代表性消暑甜品;适合短时打卡,含糖和椰奶较高;糖尿病;肾病及乳糖;坚果过敏客群需调整,海南代表性消暑甜品，适合短时打卡,海南代表性消暑甜品，适合短时打卡,,含糖和椰奶较高，糖尿病、肾病及乳糖/坚果过敏客群需调整,海南代表性消暑甜品，适合短时打卡,含糖和椰奶较高;糖尿病;肾病及乳糖;坚果过敏客群需调整,,,,,,,[],海南全省,,,含糖和椰奶较高;糖尿病;肾病及乳糖;坚果过敏客群需调整,含糖和椰奶较高，糖尿病、肾病及乳糖/坚果过敏客群需调整,active
recvrSsEKWvyRN,recvrSsEKWvyRN,recvrSsEKWvyRN,,,体验项目,三亚,三亚·崖州区,3.0,108.0,159.0,人均,108米海上观音;佛教文化与滨海园林,园区大;可另购游览车。宗教场所注意着装与礼仪,108米海上观音、佛教文化与滨海园林,108米海上观音、佛教文化与滨海园林,,园区大；可另购游览车。宗教场所注意着装与礼仪,108米海上观音、佛教文化与滨海园林,园区大;可另购游览车。宗教场所注意着装与礼仪,,,,,,,[],三亚,,,园区大;可另购游览车。宗教场所注意着装与礼仪,园区大；可另购游览车。宗教场所注意着装与礼仪,active
recvrSsEKYxmKJ,recvrSsEKYxmKJ,recvrSsEKYxmKJ,,,娱乐,儋州,儋州·白马井,4.0,0.0,300.0,人均,海岛建筑;夜景;演艺与主题项目组合,开放项目变动较快;先核实营业状态;演出时间和岛内接驳,海岛建筑、夜景、演艺与主题项目组合,海岛建筑、夜景、演艺与主题项目组合,,开放项目变动较快；先核实营业状态、演出时间和岛内接驳,海岛建筑、夜景、演艺与主题项目组合,开放项目变动较快;先核实营业状态;演出时间和岛内接驳,,,,,,,[],儋州,,,开放项目变动较快;先核实营业状态;演出时间和岛内接驳,开放项目变动较快；先核实营业状态、演出时间和岛内接驳,active
